tweet_id_str,date_time,location,tweet_text,media_urls
1795427921060155621,Tue May 28 12:12:28 +0000 2024,Bharat,best comedian year award goes ramesh jairam ramesh already crossed 272 amp win 350 seats. india govt next week,
1478727285683281923,Wed Jan 05 13:57:12 +0000 2022,"Boston, MA",comedians cancel stand shows due public outrage. 1. munawar faroqqi 2. kunal kamra 3. narendra modi,
1346092351857463301,Mon Jan 04 13:53:20 +0000 2021,India,#trendingtonight bigger problem. living country one ' crack joke politicians political satirist akash banerjee,
1284179208327925760,Fri Jul 17 17:32:36 +0000 2020,"Bengaluru, India","funny standup comedian called gangavati pranesh. standup kannada decades. 1000s attend. ages caste class. never reduced comedy religion , caste political bickering. something dilli mumbai based comedians need learn.",
981380460046618625,Wed Apr 04 03:58:29 +0000 2018,Himalayas,"almost 40 yrs ago , satirist sharad joshi wrote biography congress. whether love congress hate , make see truth like nothing else. also textbook lesson standup comedians political satire done. pl share make popular.",
1174300437429645317,Wed Sep 18 12:33:36 +0000 2019,,let ' declare stand comedy 04th pillar democracy replace journalists stand comedians like . video credits full video link,
1271819621985849346,Sat Jun 13 15:00:01 +0000 2020,India,stand comic ' dissection india ' obsession fairness skin deep.,
1874450202775740553,Wed Jan 01 13:38:48 +0000 2025,The Sun,"' stand comedian tamilnadu , apologising making fun congress amp manmohan singh .. congress promotes freedom speech amp fights dictatorship pm modi ..",
1397529176127598604,Wed May 26 12:24:55 +0000 2021,"Bengaluru South, India",kejriwal replaced rahul gandhi best comedian india,
1751082007323640007,Sat Jan 27 03:17:38 +0000 2024,India,"congress pick specimens ? seem roll conveyor belt mani shankar , randeep surjewala , khera , supriya , jairam , ria , lavanya led master comedian himself.",
1910214914339127576,Thu Apr 10 06:15:00 +0000 2025,,laugh loud indian stand ups keeping free speech debates alive harsh sharma,
839697770902507520,Thu Mar 09 04:42:04 +0000 2017,India,u must watch patriotism amp government stand comedy kunal kamra,
1689164897639141376,Wed Aug 09 06:41:09 +0000 2023,New Jersey,stand comedy show started lok sabha enjoy show,
1777680157320614183,Tue Apr 09 12:49:11 +0000 2024,,"vulgar jokes disrespect anyone nonsense. ' pure acting lovely comedy. matter many comedians may come go. jethalal dilip joshi remains second best comedian country , followed kapil sharma 3rd position.",
1909178954386112665,Mon Apr 07 09:38:28 +0000 2025,"Pune, MH, India",guys brilliant #politicalcomedy,
1572689139484753921,Wed Sep 21 20:48:04 +0000 2022,"Bengaluru, India","raju srivastava , kapil sharma , sunil pal , ahsaan qureshi , jaspal bhatti institutions real comedy ... modern day stand comedians rely cuss words amp sexual innenduos generate laugh largely sexually deprived desperate audience ... ogs ogs",
1894338325000958137,Tue Feb 25 10:47:06 +0000 2025,"Mumbai, India",best stand amp sit comedian india rahul gandhi charlie chaplin star silent era raga beat even mime watch blissfully unaware mike guy natural,
1904201039022260237,Mon Mar 24 15:58:00 +0000 2025,Nepal-Mumbai,"best entertaining political comedy special year far ... , dropping truth bombs style ... watch gets removed ! #nayabharat",
1629895332518854658,Sun Feb 26 17:25:03 +0000 2023,"New Delhi, India",abhishek upmanyu vipul goyal two standup comedians able continually maintain quality humor since beginning career till .,
1904085925489148409,Mon Mar 24 08:20:35 +0000 2025,Gokuldham society,"jab raju srivastava , zakir khan , sunil pal , ashish solanki , pratyush chaubey , sreeja chaturvedi , ravi gupta many bina kisi controversy se badhiya comedy kar sakte hain toh baaki log kyun nahi ? accept karo ki talent kamm hai toh controversy karke famous hona hai bahaane mat bhai !",
988276007995092992,Mon Apr 23 04:38:56 +0000 2018,Worldwide,' jokes politics india stand comedy kenny sebastian via,
840144377364197377,Fri Mar 10 10:16:43 +0000 2017,"Hyderabad, India",". sir , u must watch this. stand comedy nitin gupta rivaldo",
1552343276023205888,Wed Jul 27 17:20:52 +0000 2022,"New Delhi, India",manik mahna upmanyu best indian stand comedians cap fr fr,
1629807193024348160,Sun Feb 26 11:34:49 +0000 2023,Pawkistan,"abhishek upmanyu best indian stand comedian. content , delivery , gestures , structure show. everything perfect .",
1546047399230984192,Sun Jul 10 08:23:18 +0000 2022, Himachal Pradesh ,comedians like paresh rawal anupam kher side bhagwant man almost ! ! biggest joker comedian course you.,
1572466982800465921,Wed Sep 21 06:05:18 +0000 2022,Arunachal Pradesh,"raju srivastava ' gajodhar train , bhai logon ka parvachan , media flood gold standard stand acts. inspired whole new generation comics. alvida raju ji .",
1904037306732052804,Mon Mar 24 05:07:23 +0000 2025,coolandfunnytshirts@gmail.com,ye lag raha hai script aditya thackeray ne likh ke diya hai .. full standup politics ..,
1307314041879105541,Sat Sep 19 13:42:10 +0000 2020,Global,"irks see congressis promoting aapian stand comedians constantly mock criticise rahul gandhi like saloni aapi ' know ppl find funny akash banerjee , kunal kamra ' decided unfollow congressis",
1109143887489032192,Fri Mar 22 17:24:44 +0000 2019,Himalayas,best joke stand comedian stands up. everytime congressi walks .,
1709547870452351134,Wed Oct 04 12:35:48 +0000 2023,,indian nationalists embracing joke 1 understand american comedy think joke sikhs 2 culture produce anything outside bollywood films based standup crowdwork andrew schulz pretty pro sikh comedian,
1908623133449351176,Sat Apr 05 20:49:50 +0000 2025, SXR,"look shakeel siddiqi , umar sharief , moin akhtar epitome comedy , loose talk , barkat uzmi , khalid butt",
1910090403522490516,Wed Apr 09 22:00:14 +0000 2025,Mumbai,"jaspal amp savita bhatti , amp members #fulltension , #flopshow , #ultapulta amp sketches deserve standing ovation adding smiles lives middle class. satire , jokes , amp observations still valid amp relevant today. salute great bhatti .",
1020298450187927552,Fri Jul 20 13:24:41 +0000 2018,"Kolkata, West Bengal.",rahul gandhi person india performed several stand comedy act inside parliament. respect .,
1907096088110092640,Tue Apr 01 15:41:54 +0000 2025,India,"another nightmare bjp devesh dixit , stand comedian watch amp share #deveshdixit #kunalkamra #waqfamendmentbill #aprilfoolsday",
1909845982478582078,Wed Apr 09 05:49:00 +0000 2025,India,think safest host stand comedians would find every breath amp action modi vishwaguru ' masterstroke. khush. venues khush vandals visit . navika khush. modi khush. mohandas khush. vaishnaw khush. kangana khush .,
1109020192246546432,Fri Mar 22 09:13:13 +0000 2019,Kolkata and Ahmedabad,"please go watch ' aazaadi tour . one bold comedy show recent times , watched ahmedabad , loved every bit it. touched every burning issue country , media scared talk , made ppl laugh .",
1283445357821587457,Wed Jul 15 16:56:33 +0000 2020,Bharat,must read article stand comedian anti india propagandist ? brilliant article,
1790377680224874950,Tue May 14 13:44:37 +0000 2024,United States,"famous stand comedian india made whole world laugh one elected two times , strength",
1581421626687516672,Sat Oct 15 23:07:51 +0000 2022,"Karachi, Pakistan",kunal kamra munawar faruqi best stand comics came region. pakistani standup comics dont even balls tweet jokes topics let alone perform infront audience .,
1572584057070055424,Wed Sep 21 13:50:31 +0000 2022,"Noida ,Uttar Pradesh, India","raju srivastava , best ever stand comedian ever known. versatile personality always remembered humour amp gentlemanship.",
1464978642367221763,Sun Nov 28 15:25:00 +0000 2021,,"soon stand comic able perform india. right munawar farooqi others stand combine , whole fraternity trouble lumpen elements decide",
1282648447892353024,Mon Jul 13 12:09:55 +0000 2020,,"remember laughing insanely stand ups raju srivastava , sunil pal others. pure comedy without tinch propoganda. wonder morons replaced actual comedians , went wrong ?",
878551246012948480,Sat Jun 24 09:51:54 +0000 2017,Himalayas,"india produced great humourists satirists. stand , would vote jaspal bhatti. choices ?",
1460579655530987529,Tue Nov 16 12:05:00 +0000 2021,North,"days indian stand comedy reduced taking political potshot , ridiculing prime minister , maligning hindu religion amp festivals , glorifying separatists. comedy left .",
1018417711838367746,Sun Jul 15 08:51:18 +0000 2018,Ladies Toilets,kumar ketkar sycophant mental wagle best standup comedian india.,
1461020536746622982,Wed Nov 17 17:16:55 +0000 2021,"Bengaluru, India","everytime leftist comedian gets news outrageous anti hindu anti india stuff , remember gangavathi pranesh. given 3500 public stand comedy shows. travelled 11 nations. household name karnataka. never news demeaning country religion !",
1115166786192859138,Mon Apr 08 08:17:35 +0000 2019,Mumbai,"election season ! great time chat political comics , , art satire polarised amp dangerous world",
1223914340530769921,Sun Feb 02 10:21:32 +0000 2020,India,"main political comedy nahin karta , par ab paani sar ke upar aa gaya hai , one surprise acts show. , course , other.",
1466040830569979904,Wed Dec 01 13:45:46 +0000 2021,"Bengaluru, India","best standup comedy people appealing mamta banerjee , people , save freedom speech , fight fascism , uphold democracy. musical accompaniment standup comedy world smallest violin playing confessed unemployable",
1282194429588078592,Sun Jul 12 06:05:48 +0000 2020,"Mumbai, India","indian stand comedian funny relevant even today p l deshpande.the smallest description characters one amazing art had. today click bait bigots , cashing free publicity would get insulting hindu icons #justsaying",
949520848146198528,Sat Jan 06 05:59:46 +0000 2018,Goa/ Mumbai,unfair ! many stand comedians news channels. remember #aajtak sweta singh nanochip r2000 note ? navika kumar raga movies ? gaurav sawant calf runs meet greet yogi ? bhupendra choube sunny leone ? arnab anytime !,
1798008549777555936,Tue Jun 04 15:06:58 +0000 2024,"Karachi, Pakistan",massive respect indian standup comics like kunal kamra daniel fernandez brave calling spade spade modi govt. meanwhile clowns like shehzad ghias akbar chaudhary types still cracking gutka mawa jokes,
1572629860702654465,Wed Sep 21 16:52:31 +0000 2022,"Mumbai, Maharashtra","wonder rohan joshi ' aib failed ! raju shrivastav , sunil pal , ehsan qureshi pioneers stand comedy amp mind never uttered single false word gain popularity matter humiliated audience name crowd work gain popularity !",
890469121011449858,Thu Jul 27 07:09:17 +0000 2017,India,"watching #laluyadav live , politician replace stand comedian including #kapilsharma",
1625682943749287938,Wed Feb 15 02:26:32 +0000 2023,Global citizen ,"new india vir das , kamra , khatri etc full time politicians rahul gandhi professional stand comedian",
1909162964332265868,Mon Apr 07 08:34:55 +0000 2025,,"political joke slander. wants hear good comedian , try amit tandon. kunal comedian , political agenda .",
1908836980089123184,Sun Apr 06 10:59:35 +0000 2025,wherever you are,"namaste ! yahan 2025 ke top 10 indian stand comedians ki list hai 1. anubhav singh bassi , 2. abhishek upmanyu , 3. zakir khan , 4. vir das , 5. rahul dua , 6. kapil sharma , 7. abish mathew , 8. aditi mittal , 9. rahul subramanian , 10. atul kataria. ye list online popularity , youtube subscribers , aur netflix specials pe based hai. pasand apki ho sakti hai alag !",
1157255346626469889,Fri Aug 02 11:42:30 +0000 2019,New Delhi,"problem political comedy people ' laughing jokes , clapping agree you. rajneesh kapoor says ' working roast amit shah would like test bjp supporters. ' laugh , jokes working ' . #mediarumble",
1663789850104053760,Wed May 31 06:09:46 +0000 2023,Happy Place,"since dis qualified mp , must take standup comedy new profession serious note. speeches far proved massive hidden talent man .. comedy .. comedy must real passion ..",
1465244223800815617,Mon Nov 29 09:00:20 +0000 2021,,"joking becomes crime world ' largest democracy , wire ' discusses comedian sanjay rajoura , parvezhassan , political comedy becoming dangerous india.",
1283258207708692482,Wed Jul 15 04:32:53 +0000 2020,"J&K, India",comedians apologise state govt maharashtra got physical slap workers. champions freedom speech anurag kashyap swara bhaskar rajdeep barkha sagarika rana ayyub javed akhtar taken fevicol mouth keep quiet .,
1131528229112692736,Thu May 23 11:52:07 +0000 2019,"New York, USA","appreciated standup audience intelligent enough understand jokes. loses election voters sense vote kunal kamra rahul gandhi politics comedy , respectively otherwise",
1481170678175141891,Wed Jan 12 07:46:23 +0000 2022,Happy Place,tallest shortest height jokers indian politics exposes level time amp leaves stone unturned entertain public,
939886467089760257,Sun Dec 10 15:56:10 +0000 2017,coolandfunnytshirts@gmail.com,well deserved. practically one congress worth salt match extraordinary abilities rahul gandhi leading standup comedian.,
1173619244124258304,Mon Sep 16 15:26:47 +0000 2019,"New Delhi, India","start speech ravish kumar , moving nidhi razdan , rajdeep sardesai , sagarika ghose , course barkha dutt , srinivasan jain , faye souza , karan thapar , abhisar sharma , arfa khanum , shekhar gupta , prannoy roy amp tell students anything idolize",
1908802423881080920,Sun Apr 06 08:42:16 +0000 2025,,gadmad ho gya sab .. one leader modiji one joker opposition comedian raul retard ghandoo,
1909218199293338054,Mon Apr 07 12:14:24 +0000 2025,wherever you are,"stand comedian video likely nishant tanwar. routine comedy club , wearing orange shirt , humorously critiques casteism india unique spider man reference. known hindi comedy specials like gaadi tera bhai chalayega , tanwar style matches content bhai sahab nickname post. comedians like anubhav singh bassi also tackle similar themes , specific lines setting point tanwar .",
1910190994097631636,Thu Apr 10 04:39:57 +0000 2025,,politics imtiazsiddique netan enjoy ... comedy incidentally nonsense congress compiled commoner,
